preferredName_A,preferredName_B,score
SC5D,SIGMAR1,0.869
SC5D,SQLE,0.933
SC5D,LSS,0.989
SC5D,FDFT1,0.996
SRD5A3,UGT2B17,0.724
SRD5A3,UGT2B15,0.762
SRD5A3,CYP21A2,0.918
SRD5A3,CYP11B2,0.924
SRD5A3,HSD17B8,0.927
SRD5A3,CYP19A1,0.928
SRD5A3,CYP11B1,0.93
SRD5A3,HSD3B1,0.935
SRD5A3,HSD17B6,0.939
SRD5A3,HSD17B3,0.95
SRD5A3,AKR1C1,0.951
SRD5A3,SRD5A2,0.955
SRD5A3,CYP17A1,0.958
SRD5A3,HSD3B2,0.962
SRD5A3,AKR1C3,0.965
SRD5A3,SRD5A1,0.996
SQLE,HSD3B2,0.803
SQLE,CYP7B1,0.808
SQLE,HSD3B1,0.81
SQLE,CYP7A1,0.827
SQLE,SIGMAR1,0.974
SQLE,LSS,0.999
SQLE,FDFT1,0.999
CYP11A1,DHRS11,0.765
CYP11A1,SRD5A1,0.785
CYP11A1,HSD17B3,0.844
CYP11A1,HSD11B2,0.854
CYP11A1,LHCGR,0.865
CYP11A1,CYP7B1,0.948
CYP11A1,CYP21A2,0.963
CYP11A1,CYP17A1,0.965
CYP11A1,STAR,0.979
CYP11A1,HSD3B2,0.994
CYP11A1,HSD3B1,0.997
SRD5A1,UGT1A4,0.717
SRD5A1,UGT1A8,0.718
SRD5A1,UGT1A1,0.72
SRD5A1,UGT1A10,0.72
SRD5A1,UGT1A6,0.727
SRD5A1,STAR,0.745
SRD5A1,UGT2B17,0.775
SRD5A1,UGT2B15,0.805
SRD5A1,HSD11B2,0.806
SRD5A1,HSD11B1,0.828
SRD5A1,HSD17B8,0.922
SRD5A1,SRD5A2,0.935
SRD5A1,CYP11B2,0.936
SRD5A1,CYP11B1,0.945
SRD5A1,CYP21A2,0.957
SRD5A1,HSD3B1,0.971
SRD5A1,CYP19A1,0.972
SRD5A1,AKR1C1,0.975
SRD5A1,HSD17B6,0.976
SRD5A1,HSD17B3,0.978
SRD5A1,HSD3B2,0.98
SRD5A1,AKR1C3,0.986
SRD5A1,CYP17A1,0.992
STAR,SIGMAR1,0.72
STAR,HSD11B2,0.725
STAR,DHRS11,0.738
STAR,HSD17B3,0.756
STAR,LHCGR,0.77
STAR,HSD3B2,0.821
STAR,CYP21A2,0.838
STAR,CYP11B1,0.868
STAR,CYP19A1,0.878
STAR,HSD3B1,0.903
STAR,CYP11B2,0.935
STAR,CYP17A1,0.95
SIGMAR1,HSD3B2,0.727
SIGMAR1,HSD3B1,0.749
CYP11B1,CYP11B2,0.912
CYP11B1,AKR1C1,0.918
CYP11B1,HSD17B8,0.92
CYP11B1,HSD11B1L,0.925
CYP11B1,HSD17B6,0.93
CYP11B1,AKR1C3,0.947
CYP11B1,CYP19A1,0.949
CYP11B1,SRD5A2,0.951
CYP11B1,CYP17A1,0.964
CYP11B1,HSD11B1,0.967
CYP11B1,HSD17B3,0.97
CYP11B1,CYP21A2,0.973
CYP11B1,HSD3B1,0.984
CYP11B1,HSD11B2,0.991
CYP11B1,HSD3B2,0.992
LHCGR,HSD3B2,0.701
LHCGR,HSD17B3,0.778
LHCGR,CYP19A1,0.81
LHCGR,HSD3B1,0.815
LHCGR,CYP17A1,0.856
CYP7A1,FDFT1,0.757
CYP7A1,LSS,0.833
CYP7A1,AKR1C3,0.912
CYP7A1,ENSP00000480571,0.934
CYP7A1,CYP3A7,0.938
CYP7A1,CYP3A4,0.947
CYP7A1,CYP2E1,0.948
CYP7A1,HSD3B1,0.959
CYP7A1,CYP17A1,0.967
CYP7A1,CYP1A1,0.968
CYP7A1,HSD3B2,0.972
CYP7A1,CYP1A2,0.973
UGT1A6,HSD3B1,0.737
UGT1A6,CYP3A7,0.864
UGT1A6,ENSP00000480571,0.864
UGT1A6,HSD17B3,0.915
UGT1A6,AKR1C3,0.93
UGT1A6,CYP19A1,0.939
UGT1A6,AKR1C1,0.941
UGT1A6,CYP1A2,0.958
UGT1A6,CYP2E1,0.981
UGT1A6,CYP1A1,0.986
UGT1A6,UGT1A10,0.994
UGT1A6,CYP3A4,0.994
UGT1A6,UGT1A4,0.995
UGT1A6,UGT1A8,0.997
UGT1A6,UGT1A1,0.998
UGT1A1,HSD3B2,0.706
UGT1A1,HSD3B1,0.738
UGT1A1,ENSP00000480571,0.843
UGT1A1,CYP3A7,0.844
UGT1A1,HSD17B3,0.915
UGT1A1,AKR1C3,0.924
UGT1A1,AKR1C1,0.931
UGT1A1,CYP19A1,0.94
UGT1A1,CYP1A2,0.957
UGT1A1,CYP2E1,0.97
UGT1A1,CYP1A1,0.985
UGT1A1,CYP3A4,0.994
UGT1A1,UGT1A4,0.994
UGT1A1,UGT1A10,0.995
UGT1A1,UGT1A8,0.996
CYP7B1,LSS,0.812
CYP7B1,CYP21A2,0.928
CYP7B1,CYP17A1,0.933
CYP7B1,HSD3B2,0.967
CYP7B1,HSD3B1,0.97
HSD11B2,DHRS11,0.812
HSD11B2,CYP17A1,0.867
HSD11B2,HSD11B1L,0.927
HSD11B2,HSD3B2,0.949
HSD11B2,HSD3B1,0.959
HSD11B2,HSD11B1,0.96
HSD11B2,CYP21A2,0.985
HSD11B2,CYP11B2,0.989
UGT2B17,HSD17B6,0.731
UGT2B17,HSD3B2,0.743
UGT2B17,SRD5A2,0.757
UGT2B17,HSD3B1,0.779
UGT2B17,UGT2B15,0.788
UGT2B17,ENSP00000480571,0.793
UGT2B17,CYP3A7,0.797
UGT2B17,CYP1A2,0.877
UGT2B17,AKR1C1,0.931
UGT2B17,HSD17B3,0.935
UGT2B17,CYP19A1,0.937
UGT2B17,AKR1C3,0.939
UGT2B17,CYP2E1,0.951
UGT2B17,CYP1A1,0.954
UGT2B17,CYP3A4,0.975
CYP11B2,AKR1C1,0.911
CYP11B2,HSD17B8,0.919
CYP11B2,HSD17B6,0.926
CYP11B2,HSD11B1L,0.93
CYP11B2,AKR1C3,0.936
CYP11B2,SRD5A2,0.938
CYP11B2,CYP19A1,0.947
CYP11B2,HSD11B1,0.959
CYP11B2,HSD17B3,0.961
CYP11B2,CYP17A1,0.963
CYP11B2,CYP21A2,0.975
CYP11B2,HSD3B1,0.979
CYP11B2,HSD3B2,0.984
CYP3A7,UGT2B15,0.822
CYP3A7,UGT1A8,0.85
CYP3A7,UGT1A10,0.852
CYP3A7,UGT1A4,0.861
CYP3A7,ENSP00000480571,0.911
CYP3A7,AKR1C3,0.926
CYP3A7,HSD3B2,0.939
CYP3A7,HSD3B1,0.941
CYP3A7,CYP17A1,0.941
CYP3A7,CYP1A1,0.956
CYP3A7,CYP1A2,0.956
UGT2B15,HSD11B1,0.702
UGT2B15,HSD17B6,0.764
UGT2B15,HSD3B2,0.78
UGT2B15,HSD3B1,0.783
UGT2B15,SRD5A2,0.792
UGT2B15,ENSP00000480571,0.815
UGT2B15,CYP1A2,0.899
UGT2B15,CYP19A1,0.936
UGT2B15,HSD17B3,0.939
UGT2B15,AKR1C1,0.944
UGT2B15,AKR1C3,0.946
UGT2B15,CYP1A1,0.956
UGT2B15,CYP2E1,0.957
UGT2B15,CYP3A4,0.98
CYP1A2,AKR1C3,0.924
CYP1A2,CYP17A1,0.929
CYP1A2,HSD3B2,0.935
CYP1A2,HSD3B1,0.937
CYP1A2,ENSP00000480571,0.942
CYP1A2,CYP1A1,0.95
CYP1A2,UGT1A4,0.958
CYP1A2,UGT1A10,0.958
CYP1A2,UGT1A8,0.964
CYP1A2,CYP3A4,0.968
CYP1A2,CYP2E1,0.982
UGT1A10,HSD3B1,0.737
UGT1A10,ENSP00000480571,0.849
UGT1A10,HSD17B3,0.913
UGT1A10,AKR1C3,0.922
UGT1A10,AKR1C1,0.923
UGT1A10,CYP19A1,0.939
UGT1A10,CYP2E1,0.969
UGT1A10,CYP1A1,0.985
UGT1A10,CYP3A4,0.992
UGT1A10,UGT1A4,0.994
UGT1A10,UGT1A8,0.995
HSD11B1,UGT1A4,0.7
HSD11B1,CYP17A1,0.757
HSD11B1,HSD11B1L,0.909
HSD11B1,CYP2E1,0.931
HSD11B1,CYP1A1,0.931
HSD11B1,CYP3A4,0.941
HSD11B1,HSD3B2,0.952
HSD11B1,CYP21A2,0.956
HSD11B1,HSD3B1,0.962
HSD3B1,UGT1A4,0.736
HSD3B1,UGT1A8,0.738
HSD3B1,LSS,0.788
HSD3B1,FDFT1,0.858
HSD3B1,DHRS11,0.886
HSD3B1,HSD11B1L,0.911
HSD3B1,HSD17B8,0.929
HSD3B1,CYP2E1,0.936
HSD3B1,ENSP00000480571,0.938
HSD3B1,CYP3A4,0.947
HSD3B1,FAU,0.948
HSD3B1,AKR1C1,0.949
HSD3B1,CYP1A1,0.95
HSD3B1,HSD17B6,0.952
HSD3B1,SRD5A2,0.963
HSD3B1,HSD3B2,0.965
HSD3B1,AKR1C3,0.971
HSD3B1,CYP21A2,0.979
HSD3B1,HSD17B3,0.983
HSD3B1,CYP19A1,0.988
HSD3B1,CYP17A1,0.995
CYP17A1,DHRS11,0.865
CYP17A1,CYP1A1,0.925
CYP17A1,ENSP00000480571,0.928
CYP17A1,CYP2E1,0.931
CYP17A1,HSD17B8,0.935
CYP17A1,CYP3A4,0.948
CYP17A1,CYP21A2,0.951
CYP17A1,AKR1C1,0.955
CYP17A1,HSD17B6,0.97
CYP17A1,CYP19A1,0.971
CYP17A1,AKR1C3,0.979
CYP17A1,SRD5A2,0.986
CYP17A1,HSD17B3,0.991
CYP17A1,HSD3B2,0.994
UGT1A4,ENSP00000480571,0.87
UGT1A4,HSD17B3,0.914
UGT1A4,AKR1C3,0.922
UGT1A4,AKR1C1,0.923
UGT1A4,CYP19A1,0.941
UGT1A4,CYP2E1,0.97
UGT1A4,CYP1A1,0.985
UGT1A4,CYP3A4,0.992
UGT1A4,UGT1A8,0.994
UGT1A8,HSD3B2,0.706
UGT1A8,ENSP00000480571,0.845
UGT1A8,HSD17B3,0.913
UGT1A8,AKR1C3,0.923
UGT1A8,AKR1C1,0.926
UGT1A8,CYP19A1,0.941
UGT1A8,CYP2E1,0.968
UGT1A8,CYP1A1,0.985
UGT1A8,CYP3A4,0.992
HSD17B8,HSD17B6,0.918
HSD17B8,SRD5A2,0.919
HSD17B8,CYP3A4,0.921
HSD17B8,HSD3B2,0.923
HSD17B8,CYP1A1,0.926
HSD17B8,CYP19A1,0.932
HSD17B8,AKR1C3,0.936
HSD17B8,DHRS11,0.936
HSD17B8,HSD17B3,0.964
HSD17B3,HSD17B6,0.954
HSD17B3,CYP19A1,0.972
HSD17B3,SRD5A2,0.979
HSD17B3,AKR1C3,0.986
HSD17B3,HSD3B2,0.987
AKR1C3,DHRS11,0.761
AKR1C3,CYP2E1,0.91
AKR1C3,ENSP00000480571,0.923
AKR1C3,CYP3A4,0.935
AKR1C3,CYP1A1,0.935
AKR1C3,CYP19A1,0.956
AKR1C3,SRD5A2,0.969
AKR1C3,HSD17B6,0.978
AKR1C3,HSD3B2,0.981
AKR1C3,AKR1C1,0.995
AKR1C1,CYP21A2,0.917
AKR1C1,CYP2E1,0.923
AKR1C1,CYP3A4,0.926
AKR1C1,CYP1A1,0.939
AKR1C1,SRD5A2,0.949
AKR1C1,HSD3B2,0.957
CYP1A1,HSD17B6,0.917
CYP1A1,HSD11B1L,0.921
CYP1A1,CYP2E1,0.939
CYP1A1,CYP19A1,0.953
CYP1A1,ENSP00000480571,0.963
CYP1A1,HSD3B2,0.968
CYP1A1,CYP3A4,0.987
CYP19A1,DHRS11,0.875
CYP19A1,HSD17B6,0.936
CYP19A1,CYP3A4,0.95
CYP19A1,SRD5A2,0.961
CYP19A1,HSD3B2,0.979
LSS,HSD3B2,0.776
LSS,FDFT1,0.989
FAU,HSD3B2,0.948
CYP2E1,HSD11B1L,0.917
CYP2E1,HSD3B2,0.931
CYP2E1,CYP3A4,0.991
HSD3B2,FDFT1,0.789
HSD3B2,DHRS11,0.816
HSD3B2,HSD11B1L,0.926
HSD3B2,ENSP00000480571,0.937
HSD3B2,CYP3A4,0.945
HSD3B2,HSD17B6,0.952
HSD3B2,SRD5A2,0.971
HSD3B2,CYP21A2,0.985
HSD17B6,CYP3A4,0.913
HSD17B6,DHRS11,0.946
HSD17B6,SRD5A2,0.953
SRD5A2,CYP21A2,0.956
HSD11B1L,CYP21A2,0.92
HSD11B1L,CYP3A4,0.922
CALY,DRD1,0.952
PPP1R1B,GRIN2A,0.706
PPP1R1B,DRD1,0.841
TSHB,FSHB,0.71
TSHB,IGHV3-16,0.8
TSHB,GNB1,0.8
TSHB,GNG2,0.804
TSHB,POMC,0.888
TSHB,DRD1,0.919
TSHB,DRD5,0.921
TSHB,GNAS,0.947
SLC6A4,DRD1,0.763
SLC6A4,DRD3,0.787
SLC6A4,BDNF,0.922
SLC6A4,COMT,0.943
SLC6A3,DRD3,0.784
SLC6A3,DRD5,0.84
SLC6A3,DRD1,0.906
SLC6A3,COMT,0.917
GNAQ,GNAS,0.717
GNAQ,ARRB2,0.861
GNAQ,DRD5,0.919
GNAQ,DRD1,0.939
GNAQ,GNG2,0.972
GNAQ,GNB1,0.997
DRD5,DRD1,0.818
DRD5,GIP,0.901
DRD5,NPPA,0.903
DRD5,FSHB,0.904
DRD5,GCG,0.906
DRD5,VIP,0.908
DRD5,ADCYAP1,0.909
DRD5,POMC,0.918
DRD5,GNAL,0.949
DRD5,GNAS,0.958
GRIN2A,DRD1,0.772
GRIN2A,BDNF,0.819
GRIN2A,GRIA1,0.926
GRIN2A,DLG4,0.999
GNAL,GNG2,0.808
GNAL,TMTC1,0.873
GNAL,GNAS,0.975
GNAL,GNB1,0.978
GNAL,DRD1,0.984
GNG2,IGHV3-16,0.8
GNG2,ADORA1,0.816
GNG2,DRD1,0.834
GNG2,POMC,0.895
GNG2,GCG,0.896
GNG2,GIP,0.898
GNG2,ADCYAP1,0.901
GNG2,DRD3,0.941
GNG2,GNAS,0.997
GNG2,GNB1,0.999
HRH3,DRD1,0.782
GIP,IGHV3-16,0.8
GIP,GNB1,0.895
GIP,DRD1,0.9
GIP,GNAS,0.909
GIP,VIP,0.913
GIP,GCG,0.982
DNAJC14,DRD1,0.791
COMT,DRD1,0.715
COMT,DRD3,0.783
COMT,BDNF,0.919
ADORA1,DRD1,0.702
ADORA1,GNB1,0.941
VIP,ADCYAP1,0.732
VIP,POMC,0.874
VIP,DRD1,0.933
CHRNA4,DRD1,0.709
GNAS,POMC,0.89
GNAS,IGHV3-16,0.9
GNAS,ADCYAP1,0.906
GNAS,GCG,0.939
GNAS,DRD1,0.994
GNAS,GNB1,0.999
NPPA,DRD1,0.909
GNB1,ADCYAP1,0.898
GNB1,GCG,0.898
GNB1,IGHV3-16,0.9
GNB1,POMC,0.908
GNB1,DRD1,0.927
GNB1,DRD3,0.984
DRD3,DRD1,0.801
DRD3,BDNF,0.841
DRD1,DLG4,0.735
DRD1,GRIA1,0.74
DRD1,RDM1,0.78
DRD1,BDNF,0.795
DRD1,ARRB2,0.8
DRD1,IGHV3-16,0.8
DRD1,FSHB,0.907
DRD1,GCG,0.913
DRD1,TMTC1,0.92
DRD1,ADCYAP1,0.921
DRD1,POMC,0.938
POMC,BDNF,0.727
POMC,ADCYAP1,0.734
POMC,IGHV3-16,0.8
POMC,FSHB,0.825
POMC,GCG,0.922
GCG,IGHV3-16,0.8
GCG,ADCYAP1,0.836
BDNF,DLG4,0.786
BDNF,GRIA1,0.828
GRIA1,DLG4,0.994
ADCYAP1,IGHV3-16,0.8
CYP51A1,ERG28,0.995
CYP51A1,MSMO1,0.996
HSD17B2,UGT2B7,0.73
SULT2A1,SRD5A2,0.713
SULT2A1,HSD3B1,0.735
SULT2A1,CYP3A4,0.737
SULT2A1,HSD3B2,0.749
SULT2A1,SRD5A1,0.753
SULT2A1,CYP17A1,0.778
SULT2A1,CYP11A1,0.814
SULT2A1,CYP1A1,0.944
CYP3A5,UGT2A3,0.95
CYP3A5,UGT2B7,0.974
AKR1D1,UGT2A3,0.915
AKR1D1,UGT2B7,0.915
UGT2A3,HSD3B1,0.709
UGT2A3,HSD3B2,0.71
UGT2A3,SRD5A1,0.711
UGT2A3,CYP3A7,0.759
UGT2A3,ENSP00000480571,0.784
UGT2A3,CYP1A2,0.883
UGT2A3,HSD17B3,0.907
UGT2A3,AKR1C3,0.918
UGT2A3,AKR1C1,0.918
UGT2A3,CYP19A1,0.923
UGT2A3,CYP2E1,0.951
UGT2A3,CYP1A1,0.953
UGT2A3,CYP3A4,0.975
HSD17B7,ERG28,0.988
HSD17B7,MSMO1,0.998
ERG28,SQLE,0.71
ERG28,HSD3B1,0.722
ERG28,HSD3B2,0.724
ERG28,LSS,0.977
ERG28,SIGMAR1,0.983
ERG28,FDFT1,0.984
ERG28,SC5D,0.989
ERG28,MSMO1,0.994
MSMO1,HSD3B1,0.716
MSMO1,HSD3B2,0.717
MSMO1,CYP7B1,0.765
MSMO1,CYP7A1,0.777
MSMO1,SIGMAR1,0.893
MSMO1,LSS,0.958
MSMO1,SC5D,0.991
MSMO1,FDFT1,0.991
MSMO1,SQLE,0.992
SRD5A3,UGT2B7,0.704
CYP11A1,NR5A1,0.913
SRD5A1,UGT2B7,0.736
STAR,NR5A1,0.962
CYP11B1,NR5A1,0.805
UGT2B7,HSD17B6,0.711
UGT2B7,HSD3B2,0.713
UGT2B7,SRD5A2,0.715
UGT2B7,HSD3B1,0.72
UGT2B7,CYP3A7,0.842
UGT2B7,ENSP00000480571,0.846
UGT2B7,CYP1A2,0.916
UGT2B7,HSD17B3,0.918
UGT2B7,AKR1C1,0.922
UGT2B7,AKR1C3,0.933
UGT2B7,CYP19A1,0.935
UGT2B7,CYP2E1,0.962
UGT2B7,CYP1A1,0.962
UGT2B7,CYP3A4,0.998
CYP11B2,NR5A1,0.842
HSD3B1,NR5A1,0.717
CYP17A1,NR5A1,0.899
NR5A1,HSD3B2,0.756
NR5A1,CYP21A2,0.766
NR5A1,CYP19A1,0.835
NR4A1,HSD3B2,0.713
OXT,ADORA1,0.711
OXT,SST,0.769
OXT,KNG1,0.824
OXT,NPY,0.849
ADORA3,ADORA1,0.907
ADORA3,GNAI3,0.91
ADORA3,KNG1,0.915
ADORA3,GNAI1,0.92
ADORA3,GNAI2,0.922
NT5E,ADORA1,0.727
NT5E,ADORA2A,0.868
NT5E,ADA,0.984
SST,ADORA1,0.722
SST,GNAI3,0.8
SST,GNG2,0.817
SST,KNG1,0.833
SST,GNB1,0.846
SST,GNAI1,0.877
SST,GHRL,0.925
SST,NPY,0.98
P2RY1,ADORA1,0.777
GNAI2,GNG2,0.974
GNAI2,GNAI1,0.975
GNAI2,GNAI3,0.992
GNAI2,ADORA1,0.994
GNAI2,GNB1,0.999
GNG2,GHRL,0.802
GNG2,NPY,0.811
GNG2,ADORA2A,0.855
GNG2,GNAI3,0.967
GNG2,GNAI1,0.998
GHRL,ADORA1,0.715
GHRL,GNB1,0.8
GHRL,NPY,0.983
ADORA1,NPY,0.735
ADORA1,EDN1,0.736
ADORA1,ADORA2A,0.784
ADORA1,ADA,0.831
ADORA1,SLC29A1,0.88
ADORA1,GNAI3,0.92
ADORA1,KNG1,0.928
ADORA1,GNAI1,0.931
GNAI3,GNAI1,0.984
GNAI3,GNB1,0.999
ADA,SLC29A1,0.736
ADA,ADORA2A,0.907
GNB1,NPY,0.804
GNB1,ADORA2A,0.928
GNB1,GNAI1,0.999
EDN1,KNG1,0.827
NPY,KNG1,0.76
NPY,GNAI1,0.863
ADORA2A,SLC29A1,0.718
GNA15,PTGER1,0.719
GNA15,GNAQ,0.729
GNA15,GNG10,0.747
GNAQ,GNAI1,0.744
GNAQ,GNAI2,0.745
GNAQ,GNAI3,0.745
GNAQ,GNG10,0.812
GNAQ,PTGER1,0.968
PTGER1,GNG10,0.701
PTGER1,PTGES2,0.703
PTGER1,ADRB2,0.704
PTGER1,PTGES,0.714
PTGER1,PTGS1,0.714
PTGER1,PTGS2,0.753
PTGER1,GNAI2,0.909
PTGER1,GNAI1,0.909
PTGER1,GNAI3,0.909
PTGER1,GNAS,0.919
PTGER1,PTGER4,0.977
PTGER4,PTGS1,0.751
PTGER4,PTGES,0.871
PTGER4,PTGS2,0.895
PTGER4,GNAI1,0.911
PTGER4,GNAI2,0.911
PTGER4,GNAI3,0.914
PTGER4,GNAS,0.986
ADRB2,GNAI3,0.925
ADRB2,GNAI2,0.948
ADRB2,GNAI1,0.949
ADRB2,GNAS,0.993
GNAI2,GNG10,0.94
PTGES,PTGS1,0.973
PTGES,PTGS2,0.982
PTGES,PTGES2,0.988
PTGES2,PTGS1,0.962
PTGES2,PTGS2,0.963
PTGS1,PTGS2,0.946
GNAI3,GNG10,0.946
GNAS,GNAI1,0.728
GNAS,GNG10,0.965
GNG10,GNAI1,0.912
HSD17B2,HSD17B4,0.928
HSD17B2,HSD17B12,0.934
HSD17B2,CYP1B1,0.941
HSD17B2,SULT1E1,0.959
CYP3A5,HSD17B12,0.927
CYP3A5,SULT1E1,0.934
HSD17B1,UGT2B7,0.722
HSD17B1,HSD17B4,0.943
HSD17B1,CYP1B1,0.958
HSD17B1,SULT1E1,0.962
HSD17B1,HSD17B12,0.968
SULT1E1,HSD17B6,0.914
SULT1E1,HSD17B8,0.921
SULT1E1,HSD17B12,0.921
SULT1E1,UGT2B17,0.927
SULT1E1,AKR1C3,0.936
SULT1E1,HSD17B7,0.938
SULT1E1,UGT2B15,0.941
SULT1E1,UGT2B7,0.944
SULT1E1,CYP3A4,0.947
SULT1E1,CYP1A1,0.948
SULT1E1,UGT1A1,0.956
SULT1E1,UGT1A8,0.957
SULT1E1,UGT1A10,0.958
SULT1E1,UGT1A4,0.958
SULT1E1,UGT1A6,0.959
SULT1E1,CYP19A1,0.959
HSD17B7,CYP1B1,0.932
HSD17B7,HSD17B12,0.971
HSD17B12,HSD17B6,0.916
HSD17B12,CYP1A1,0.921
HSD17B12,CYP3A4,0.925
HSD17B12,CYP1B1,0.928
HSD17B12,DHRS11,0.941
HSD17B12,CYP19A1,0.956
HSD17B12,HSD17B8,0.973
UGT1A6,CYP1B1,0.966
UGT2B7,CYP1B1,0.944
UGT1A1,CYP1B1,0.963
UGT2B17,CYP1B1,0.934
UGT2B15,CYP1B1,0.938
UGT1A10,CYP1B1,0.963
UGT1A4,CYP1B1,0.963
UGT1A8,CYP1B1,0.963
HSD17B8,CYP1B1,0.933
HSD17B3,HSD17B4,0.953
AKR1C3,CYP1B1,0.937
CYP1A1,CYP1B1,0.937
CYP19A1,CYP1B1,0.739
HSD17B4,DHRS11,0.938
HSD17B6,CYP1B1,0.911
CYP1B1,CYP3A4,0.706
DLD,ENSP00000491651,0.746
DLD,ENSP00000492798,0.751
DLD,OCA2,0.752
DLD,GLS,0.827
DLD,GLS2,0.837
DLD,GAD2,0.839
DLD,GAD1,0.849
DLD,GLUD2,0.863
DLD,GLUL,0.871
DLD,GLUD1,0.886
DLD,ALDH4A1,0.887
DLD,AGXT,0.934
DLD,SHMT1,0.966
DLD,SHMT2,0.968
DLD,GCSH,0.992
DLD,GLDC,0.995
DLD,AMT,0.998
MTFMT,MTHFD1L,0.784
MTFMT,FTCD,0.936
MTFMT,MTR,0.939
MTFMT,AMT,0.953
MTFMT,DHFR,0.957
MTFMT,DHFR2,0.957
MTFMT,SHMT1,0.96
MTFMT,GART,0.965
MTFMT,SHMT2,0.969
MTFMT,MTHFD1,0.974
MTFMT,MTHFD2L,0.981
MTFMT,MTHFD2,0.983
ATIC,GLDC,0.756
ATIC,GLUL,0.769
ATIC,MTHFR,0.787
ATIC,TYMS,0.857
ATIC,FTCD,0.953
ATIC,AMT,0.964
ATIC,MTR,0.972
ATIC,DHFR2,0.974
ATIC,DHFR,0.987
ATIC,MTHFD2L,0.989
ATIC,MTHFD2,0.992
ATIC,MTHFD1L,0.994
ATIC,SHMT2,0.995
ATIC,MTHFD1,0.998
ATIC,SHMT1,0.998
ATIC,GART,0.999
MYBPH,GCSH,0.957
MYBPH,AMT,0.984
MYBPH,GLDC,0.994
MYBPH,OCA2,0.996
ALDH1L2,MTHFD1L,0.758
ALDH1L2,FTCD,0.922
ALDH1L2,AMT,0.934
ALDH1L2,GART,0.94
ALDH1L2,MTR,0.943
ALDH1L2,DHFR2,0.946
ALDH1L2,ALDH1L1,0.95
ALDH1L2,DHFR,0.952
ALDH1L2,MTHFD2L,0.969
ALDH1L2,SHMT2,0.971
ALDH1L2,SHMT1,0.974
ALDH1L2,MTHFD2,0.975
ALDH1L2,MTHFD1,0.976
ALDH1L1,DHFR2,0.937
ALDH1L1,FTCD,0.939
ALDH1L1,AMT,0.939
ALDH1L1,DHFR,0.945
ALDH1L1,MTR,0.949
ALDH1L1,MTHFD2L,0.951
ALDH1L1,MTHFD2,0.955
ALDH1L1,SHMT2,0.958
ALDH1L1,SHMT1,0.962
ALDH1L1,MTHFD1,0.97
ALDH1L1,GART,0.983
AMT,GCAT,0.704
AMT,PIPOX,0.708
AMT,GRHPR,0.734
AMT,NICN1,0.761
AMT,IBA57,0.802
AMT,GLS,0.809
AMT,GAD2,0.81
AMT,GLUD2,0.82
AMT,GLUD1,0.822
AMT,GAD1,0.823
AMT,GLS2,0.831
AMT,ALDH4A1,0.87
AMT,GLUL,0.879
AMT,FTCD,0.947
AMT,DHFR2,0.956
AMT,DHFR,0.958
AMT,MTHFD1L,0.96
AMT,GART,0.961
AMT,MTHFD1,0.965
AMT,ENSP00000491651,0.966
AMT,MTR,0.966
AMT,ENSP00000492798,0.968
AMT,AGXT,0.97
AMT,TYMS,0.975
AMT,MTHFR,0.982
AMT,OCA2,0.986
AMT,SHMT1,0.989
AMT,SHMT2,0.989
AMT,MTHFD2L,0.99
AMT,MTHFD2,0.99
AMT,GCSH,0.999
AMT,GLDC,0.999
GLUD1,GCSH,0.812
GLUD1,FTCD,0.813
GLUD1,GLDC,0.877
GLUD1,GAD2,0.947
GLUD1,GAD1,0.953
GLUD1,ALDH4A1,0.962
GLUD1,GLUD2,0.984
GLUD1,GLS2,0.984
GLUD1,GLS,0.988
GLUD1,GLUL,0.991
AGXT,MTR,0.708
AGXT,GART,0.805
AGXT,FTCD,0.825
AGXT,GCSH,0.946
AGXT,GLDC,0.957
AGXT,PIPOX,0.96
AGXT,SHMT2,0.992
AGXT,SHMT1,0.994
AGXT,GRHPR,0.999
GLUL,FTCD,0.817
GLUL,GCSH,0.861
GLUL,GLDC,0.898
GLUL,GAD2,0.948
GLUL,ALDH4A1,0.952
GLUL,GAD1,0.953
GLUL,GLUD2,0.985
GLUL,GLS2,0.987
GLUL,GLS,0.987
GLS2,FTCD,0.828
GLS2,GCSH,0.838
GLS2,GLDC,0.866
GLS2,GLS,0.916
GLS2,GAD2,0.946
GLS2,GAD1,0.95
GLS2,ALDH4A1,0.953
GLS2,GLUD2,0.975
GRHPR,ENSP00000492798,0.722
GRHPR,ENSP00000491651,0.722
GRHPR,GCSH,0.788
GRHPR,TYMS,0.834
GRHPR,GLDC,0.897
TYMS,MTHFD1L,0.757
TYMS,ENSP00000492798,0.768
TYMS,ENSP00000491651,0.768
TYMS,IBA57,0.809
TYMS,GCSH,0.814
TYMS,MTR,0.824
TYMS,GART,0.895
TYMS,GLDC,0.919
TYMS,MTHFD1,0.986
TYMS,MTHFD2L,0.991
TYMS,MTHFR,0.991
TYMS,MTHFD2,0.994
TYMS,SHMT1,0.997
TYMS,SHMT2,0.997
TYMS,DHFR2,0.999
TYMS,DHFR,0.999
GLS,GCSH,0.803
GLS,FTCD,0.829
GLS,GLDC,0.841
GLS,ALDH4A1,0.927
GLS,GAD2,0.942
GLS,GAD1,0.948
GLS,GLUD2,0.976
PIPOX,SHMT2,0.959
PIPOX,SHMT1,0.96
PIPOX,GLDC,0.968
SHMT1,GLUD2,0.717
